用户ID,订单ID,订单时间,订单状态,订单实付金额,流量来源,商品类目,商品成本,运费,退款金额,退款完成日期
U11_00128,ORD00008731,2026-02-10,已完成,306.3,其他,数码,209.82,10,0.0,
U11_00128,ORD00008732,2026-03-08,已完成,447.92,抖音,美妆,246.66,15,0.0,
U11_00128,ORD00008733,2026-05-22,已支付,195.33,微信,家居,94.3,10,0.0,
U11_00129,ORD00008734,2025-12-15,已支付,440.18,小红书,服饰,270.49,10,0.0,
U11_00129,ORD00008735,2026-01-31,已完成,131.05,小红书,食品,65.06,0,0.0,
U11_00130,ORD00008736,2025-12-24,已完成,151.15,搜索引擎,美妆,66.16,15,0.0,
U11_00130,ORD00008737,2026-01-17,已完成,267.85,搜索引擎,家居,173.26,15,0.0,
U11_00131,ORD00008738,2025-12-13,已完成,398.63,抖音,美妆,163.56,15,0.0,
U11_00131,ORD00008739,2026-01-02,已完成,384.56,搜索引擎,数码,218.32,10,0.0,
U11_00131,ORD00008740,2026-04-21,已完成,436.73,抖音,服饰,269.15,15,0.0,
U11_00131,ORD00008741,2026-05-08,已完成,231.81,小红书,服饰,126.85,10,0.0,
U11_00132,ORD00008742,2025-12-04,已完成,375.49,抖音,服饰,212.29,0,0.0,
U11_00132,ORD00008743,2026-01-18,已完成,371.7,其他,服饰,175.81,5,0.0,
U11_00132,ORD00008744,2026-02-17,已完成,494.75,小红书,美妆,234.12,15,0.0,
U11_00132,ORD00008745,2026-05-03,已完成,280.95,抖音,食品,193.84,5,166.06,2026-05-28
U11_00133,ORD00008746,2025-12-06,已完成,357.61,搜索引擎,家居,144.0,10,0.0,
U11_00133,ORD00008747,2026-02-27,已支付,335.12,搜索引擎,食品,196.15,15,0.0,
U11_00133,ORD00008748,2026-05-03,已支付,426.83,微信,家居,258.28,0,0.0,
U11_00134,ORD00008749,2025-12-17,已完成,245.3,其他,数码,120.05,15,0.0,
U11_00134,ORD00008750,2026-01-26,已支付,65.7,抖音,美妆,39.29,10,0.0,
U11_00135,ORD00008751,2025-12-28,已支付,363.12,其他,家居,190.41,10,229.22,2026-01-16
U11_00135,ORD00008752,2026-02-09,已完成,85.28,微信,数码,47.56,10,0.0,
U11_00136,ORD00008753,2025-12-25,已支付,486.59,微信,数码,311.54,10,0.0,
U11_00136,ORD00008754,2026-01-17,已完成,139.04,微信,家居,78.52,10,0.0,
U11_00136,ORD00008755,2026-02-08,已完成,460.96,搜索引擎,数码,251.75,10,284.1,2026-03-13
U11_00136,ORD00008756,2026-05-19,已完成,437.77,微信,数码,246.0,15,0.0,
U11_00137,ORD00008757,2025-12-28,已完成,322.25,微信,服饰,171.33,15,0.0,
U11_00137,ORD00008758,2026-01-30,已支付,466.04,其他,美妆,256.55,10,0.0,
U11_00138,ORD00008759,2025-12-28,已完成,395.74,抖音,家居,178.68,5,0.0,
U11_00139,ORD00008760,2025-12-18,已支付,52.65,搜索引擎,美妆,36.08,15,0.0,
U11_00139,ORD00008761,2026-01-17,已完成,191.83,搜索引擎,家居,117.5,5,0.0,
U11_00139,ORD00008762,2026-02-05,已完成,485.3,微信,食品,246.24,0,0.0,
U11_00139,ORD00008763,2026-06-27,已完成,347.69,其他,美妆,162.99,10,0.0,
U11_00140,ORD00008764,2025-12-25,已完成,473.05,抖音,美妆,310.83,10,0.0,
U11_00140,ORD00008765,2026-03-30,已完成,353.0,小红书,美妆,209.14,0,0.0,
U11_00140,ORD00008766,2026-05-30,已完成,172.55,其他,家居,84.22,0,163.36,2026-07-07
U11_00141,ORD00008767,2025-12-15,已完成,129.32,小红书,数码,69.47,10,0.0,
U11_00141,ORD00008768,2026-02-03,已完成,100.14,搜索引擎,食品,45.48,10,0.0,
U11_00142,ORD00008769,2025-12-26,已完成,456.22,抖音,食品,318.69,10,0.0,
U11_00142,ORD00008770,2026-06-26,已支付,409.54,搜索引擎,美妆,176.72,15,0.0,
U11_00143,ORD00008771,2025-12-17,已完成,455.85,抖音,美妆,278.44,10,0.0,
U11_00143,ORD00008772,2026-03-15,已支付,345.16,搜索引擎,家居,197.4,10,296.93,2026-04-24
U11_00143,ORD00008773,2026-06-23,已完成,465.8,其他,美妆,246.37,5,0.0,
U11_00144,ORD00008774,2025-12-25,已完成,431.73,抖音,食品,273.33,15,0.0,
U11_00144,ORD00008775,2026-01-03,已支付,315.06,搜索引擎,食品,145.02,5,0.0,
U11_00144,ORD00008776,2026-03-28,已完成,270.59,小红书,美妆,138.69,10,0.0,
U11_00145,ORD00008777,2025-12-12,已完成,481.59,小红书,美妆,201.38,0,0.0,
U11_00145,ORD00008778,2026-02-24,已支付,480.09,抖音,家居,202.35,5,0.0,
U11_00146,ORD00008779,2025-12-28,已支付,187.87,小红书,食品,96.6,0,0.0,
U11_00146,ORD00008780,2026-01-25,已完成,107.3,其他,家居,43.34,10,0.0,
U11_00146,ORD00008781,2026-02-27,已完成,485.81,小红书,食品,300.89,5,0.0,
U11_00146,ORD00008782,2026-06-22,已完成,266.58,微信,数码,169.5,0,0.0,
U11_00147,ORD00008783,2025-12-26,已完成,365.01,搜索引擎,家居,220.42,10,359.7,2026-02-12
U11_00147,ORD00008784,2026-02-05,已完成,432.92,其他,食品,174.32,10,0.0,
U11_00148,ORD00008785,2025-12-10,已支付,329.72,小红书,食品,158.19,10,0.0,
U11_00148,ORD00008786,2026-01-01,已完成,200.11,其他,食品,123.58,0,0.0,
U11_00148,ORD00008787,2026-03-16,已完成,389.79,微信,食品,192.89,10,0.0,
U11_00148,ORD00008788,2026-05-12,已支付,406.99,微信,家居,193.28,15,0.0,
U11_00149,ORD00008789,2025-12-09,已完成,414.03,微信,食品,190.23,0,0.0,
U11_00149,ORD00008790,2026-02-23,已完成,113.93,抖音,家居,69.0,15,0.0,
U11_00150,ORD00008791,2025-12-11,已完成,93.85,抖音,食品,38.36,10,0.0,
U11_00150,ORD00008792,2026-03-24,已完成,138.74,微信,美妆,73.64,15,0.0,
U11_00150,ORD00008793,2026-04-03,已完成,479.66,搜索引擎,服饰,267.81,0,0.0,
U11_00151,ORD00008794,2025-12-10,已完成,307.34,微信,数码,124.2,10,0.0,
U11_00151,ORD00008795,2026-02-13,已完成,50.83,小红书,食品,26.82,5,0.0,
U11_00151,ORD00008796,2026-03-13,已支付,439.07,小红书,食品,270.21,15,426.55,2026-04-05
U11_00152,ORD00008797,2025-12-24,已完成,245.41,微信,家居,129.37,0,0.0,
U11_00152,ORD00008798,2026-01-30,已支付,248.8,搜索引擎,服饰,133.93,10,0.0,
U11_00152,ORD00008799,2026-02-03,已支付,366.36,微信,服饰,180.99,15,187.43,2026-03-14
U11_00152,ORD00008800,2026-06-04,已支付,188.28,抖音,美妆,110.63,10,0.0,
U11_00153,ORD00008801,2025-12-05,已完成,191.49,小红书,服饰,104.94,10,0.0,
U11_00154,ORD00008802,2025-12-14,已完成,264.46,其他,数码,164.1,5,0.0,
U11_00154,ORD00008803,2026-02-20,已完成,224.46,微信,家居,122.69,15,0.0,
U11_00155,ORD00008804,2025-12-16,已支付,284.33,搜索引擎,数码,183.96,10,0.0,
U11_00156,ORD00008805,2025-12-22,已支付,65.44,抖音,数码,42.17,10,0.0,
U11_00156,ORD00008806,2026-01-31,已支付,59.88,抖音,服饰,30.54,15,0.0,
U11_00156,ORD00008807,2026-03-09,已支付,296.47,抖音,美妆,123.7,10,0.0,
U11_00156,ORD00008808,2026-04-06,已完成,471.19,小红书,数码,256.92,10,0.0,
U11_00157,ORD00008809,2025-12-21,已完成,484.08,搜索引擎,服饰,257.37,0,0.0,
U11_00157,ORD00008810,2026-01-07,已支付,393.9,抖音,数码,173.25,15,0.0,
U11_00157,ORD00008811,2026-02-16,已完成,380.05,其他,食品,249.24,10,0.0,
U11_00157,ORD00008812,2026-06-29,已完成,114.21,抖音,食品,51.41,0,0.0,
U11_00158,ORD00008813,2025-12-02,已完成,248.95,微信,服饰,124.47,10,0.0,
U11_00158,ORD00008814,2026-03-25,已完成,219.87,其他,服饰,96.38,10,191.16,2026-04-19
U11_00158,ORD00008815,2026-04-25,已完成,281.26,其他,美妆,185.54,15,0.0,
U11_00159,ORD00008816,2025-12-23,已完成,97.67,搜索引擎,数码,41.99,10,0.0,
U11_00159,ORD00008817,2026-01-25,已完成,448.95,其他,食品,240.68,0,0.0,
U11_00159,ORD00008818,2026-04-13,已支付,417.86,微信,食品,275.49,5,0.0,
U11_00160,ORD00008819,2025-12-14,已完成,282.4,小红书,服饰,124.55,10,0.0,
U11_00161,ORD00008820,2025-12-14,已完成,289.88,抖音,美妆,156.55,15,0.0,
U11_00161,ORD00008821,2026-01-09,已支付,210.94,抖音,数码,102.95,10,0.0,
U11_00161,ORD00008822,2026-04-14,已完成,178.06,小红书,食品,74.2,10,0.0,
U11_00162,ORD00008823,2025-12-07,已支付,496.77,其他,美妆,257.02,0,0.0,
U11_00162,ORD00008824,2026-02-08,已支付,73.22,小红书,美妆,47.32,0,0.0,
U11_00162,ORD00008825,2026-06-09,已支付,283.49,小红书,服饰,170.79,0,0.0,
U11_00163,ORD00008826,2025-12-18,已支付,385.44,抖音,美妆,234.12,10,0.0,
U11_00163,ORD00008827,2026-01-08,已完成,119.66,微信,家居,48.08,10,74.75,2026-02-21
U11_00163,ORD00008828,2026-02-18,已完成,478.81,搜索引擎,家居,283.75,0,0.0,
U11_00163,ORD00008829,2026-05-09,已完成,483.24,微信,数码,284.21,0,0.0,
U11_00164,ORD00008830,2025-12-14,已支付,479.69,其他,食品,318.36,10,0.0,
U11_00164,ORD00008831,2026-01-01,已完成,446.95,小红书,食品,187.28,0,0.0,
U11_00164,ORD00008832,2026-03-31,已完成,130.68,小红书,服饰,78.66,15,0.0,
U11_00164,ORD00008833,2026-04-30,已支付,168.97,小红书,食品,91.61,10,0.0,
U11_00165,ORD00008834,2025-12-18,已支付,398.22,搜索引擎,数码,234.77,10,0.0,
U11_00165,ORD00008835,2026-01-27,已支付,246.78,搜索引擎,食品,162.3,5,0.0,
U11_00165,ORD00008836,2026-03-03,已完成,438.96,其他,服饰,270.59,10,0.0,
U11_00165,ORD00008837,2026-05-31,已完成,482.03,搜索引擎,数码,316.75,0,0.0,
U11_00166,ORD00008838,2025-12-03,已完成,77.17,小红书,食品,49.52,10,0.0,
U11_00166,ORD00008839,2026-01-16,已支付,430.62,搜索引擎,服饰,253.3,0,382.74,2026-02-11
U11_00167,ORD00008840,2025-12-29,已支付,86.08,小红书,数码,41.47,10,0.0,
U11_00167,ORD00008841,2026-04-09,已完成,486.47,微信,数码,291.77,15,256.86,2026-05-16
U11_00168,ORD00008842,2025-12-13,已支付,268.31,搜索引擎,家居,182.33,0,0.0,
U11_00168,ORD00008843,2026-06-17,已完成,221.87,微信,数码,136.19,10,0.0,
U11_00169,ORD00008844,2025-12-26,已完成,429.37,抖音,服饰,174.15,10,0.0,
U11_00169,ORD00008845,2026-03-02,已完成,169.04,微信,美妆,96.15,5,0.0,
U11_00170,ORD00008846,2025-12-30,已完成,245.67,抖音,服饰,129.24,15,0.0,
U11_00170,ORD00008847,2026-01-17,已完成,299.55,小红书,家居,187.58,15,180.34,2026-02-02
U11_00170,ORD00008848,2026-02-25,已支付,391.11,抖音,服饰,199.53,15,0.0,
U11_00171,ORD00008849,2025-12-07,已支付,353.02,搜索引擎,家居,208.53,5,0.0,
U11_00171,ORD00008850,2026-01-19,已支付,242.46,小红书,家居,116.23,10,0.0,
U11_00172,ORD00008851,2025-12-04,已完成,479.5,小红书,食品,276.53,10,303.94,2026-01-25
U11_00172,ORD00008852,2026-04-12,已完成,369.48,搜索引擎,家居,154.01,10,0.0,
U11_00173,ORD00008853,2025-12-05,已完成,389.93,搜索引擎,美妆,218.37,15,0.0,
U11_00173,ORD00008854,2026-02-07,已完成,209.19,其他,家居,96.97,10,0.0,
U11_00173,ORD00008855,2026-04-01,已完成,462.25,抖音,家居,304.55,15,404.6,2026-05-17
U11_00174,ORD00008856,2025-12-08,已完成,138.88,微信,家居,58.78,15,0.0,
U11_00174,ORD00008857,2026-04-29,已完成,144.28,其他,食品,59.53,15,0.0,
U11_00174,ORD00008858,2026-06-04,已完成,321.09,其他,家居,207.95,10,0.0,
U11_00175,ORD00008859,2025-12-09,已完成,289.76,抖音,食品,129.12,10,0.0,
U11_00175,ORD00008860,2026-01-04,已支付,193.43,微信,食品,96.95,5,0.0,
U11_00175,ORD00008861,2026-06-30,已完成,234.28,抖音,数码,160.28,0,0.0,
U11_00176,ORD00008862,2025-12-18,已支付,228.34,其他,数码,153.51,0,0.0,
U11_00176,ORD00008863,2026-06-19,已完成,353.85,小红书,食品,246.38,0,323.97,2026-07-20
U11_00177,ORD00008864,2025-12-10,已完成,221.98,微信,食品,129.48,0,0.0,
U11_00177,ORD00008865,2026-02-20,已完成,72.54,其他,家居,41.87,15,0.0,
U11_00177,ORD00008866,2026-05-02,已完成,166.7,搜索引擎,数码,67.34,10,0.0,
U11_00178,ORD00008867,2025-12-27,已支付,227.51,其他,美妆,104.83,0,0.0,
U11_00178,ORD00008868,2026-02-20,已支付,373.58,微信,数码,234.99,10,0.0,
U11_00179,ORD00008869,2025-12-13,已完成,159.47,微信,数码,102.24,10,0.0,
U11_00179,ORD00008870,2026-03-04,已完成,323.42,搜索引擎,食品,147.85,15,0.0,
U11_00180,ORD00008871,2025-12-05,已完成,245.96,小红书,服饰,110.37,15,0.0,
U11_00180,ORD00008872,2026-03-11,已完成,487.41,小红书,食品,251.93,5,0.0,
U11_00180,ORD00008873,2026-06-26,已完成,106.36,搜索引擎,食品,69.11,5,0.0,
U11_00181,ORD00008874,2025-12-28,已完成,66.82,其他,服饰,35.26,15,0.0,
U11_00181,ORD00008875,2026-02-24,已支付,384.68,微信,食品,226.4,5,0.0,
U11_00182,ORD00008876,2025-12-06,已完成,472.94,搜索引擎,数码,295.79,5,0.0,
U11_00182,ORD00008877,2026-05-02,已支付,345.97,小红书,服饰,171.18,10,0.0,
U11_00183,ORD00008878,2025-12-20,已支付,481.55,抖音,数码,319.53,15,388.71,2026-01-08
U11_00183,ORD00008879,2026-04-27,已支付,410.92,搜索引擎,食品,228.42,0,0.0,
U11_00183,ORD00008880,2026-05-25,已支付,483.82,小红书,服饰,270.05,10,0.0,
U11_00184,ORD00008881,2025-12-14,已完成,67.02,微信,数码,28.61,10,0.0,
U11_00185,ORD00008882,2025-12-17,已完成,243.58,抖音,食品,139.7,15,0.0,
U11_00185,ORD00008883,2026-03-02,已完成,272.15,其他,美妆,123.72,0,0.0,
U11_00185,ORD00008884,2026-04-06,已支付,363.4,抖音,家居,225.8,10,0.0,
U11_00186,ORD00008885,2025-12-31,已完成,384.26,小红书,服饰,241.91,10,0.0,
U11_00186,ORD00008886,2026-04-29,已完成,498.11,微信,家居,305.03,0,0.0,
U11_00186,ORD00008887,2026-05-18,已完成,434.96,抖音,美妆,252.35,10,0.0,
U11_00187,ORD00008888,2025-12-10,已完成,112.82,其他,家居,47.54,10,94.92,2026-01-11
U11_00187,ORD00008889,2026-01-16,已支付,279.45,微信,美妆,133.78,10,0.0,
U11_00187,ORD00008890,2026-05-03,已支付,180.22,小红书,食品,111.64,10,0.0,
U11_00188,ORD00008891,2025-12-06,已完成,240.94,其他,美妆,121.92,10,0.0,
U11_00188,ORD00008892,2026-03-22,已完成,461.39,其他,美妆,246.52,15,402.08,2026-04-07
U11_00188,ORD00008893,2026-04-12,已完成,247.43,抖音,美妆,170.53,10,0.0,
U11_00189,ORD00008894,2025-12-13,已支付,498.06,小红书,数码,210.72,5,0.0,
U11_00189,ORD00008895,2026-01-12,已完成,88.05,小红书,家居,60.88,10,0.0,
U11_00189,ORD00008896,2026-03-20,已完成,118.73,搜索引擎,食品,72.1,10,0.0,
U11_00189,ORD00008897,2026-04-10,已完成,495.5,其他,家居,222.3,10,0.0,
U11_00189,ORD00008898,2026-06-15,已支付,140.99,其他,数码,95.83,0,0.0,
U11_00190,ORD00008899,2025-12-12,已完成,142.52,其他,食品,92.02,5,0.0,
U11_00190,ORD00008900,2026-01-23,已完成,198.34,其他,家居,127.42,10,0.0,
U11_00191,ORD00008901,2025-12-28,已完成,328.96,小红书,食品,198.41,0,0.0,
U11_00191,ORD00008902,2026-01-21,已支付,161.43,小红书,数码,67.67,0,0.0,
U11_00191,ORD00008903,2026-03-29,已完成,200.29,其他,服饰,111.3,5,0.0,
U11_00192,ORD00008904,2025-12-12,已完成,200.77,其他,家居,129.85,10,0.0,
U11_00192,ORD00008905,2026-01-12,已完成,416.14,搜索引擎,数码,262.35,15,0.0,
U11_00193,ORD00008906,2025-12-25,已完成,85.11,微信,服饰,54.75,5,0.0,
U11_00193,ORD00008907,2026-02-03,已完成,396.11,搜索引擎,食品,168.26,15,0.0,
U11_00193,ORD00008908,2026-06-27,已完成,73.58,小红书,美妆,40.43,15,0.0,
U11_00194,ORD00008909,2025-12-27,已支付,435.36,小红书,服饰,295.85,15,361.55,2026-02-08
U11_00194,ORD00008910,2026-02-22,已支付,347.28,小红书,美妆,187.42,10,0.0,
U11_00194,ORD00008911,2026-04-11,已支付,259.84,搜索引擎,食品,108.59,10,0.0,
U11_00195,ORD00008912,2025-12-04,已完成,272.83,抖音,食品,182.3,0,0.0,
U11_00195,ORD00008913,2026-03-18,已支付,217.2,搜索引擎,食品,145.7,0,0.0,
U11_00196,ORD00008914,2025-12-18,已完成,196.84,微信,数码,130.69,10,0.0,
U11_00196,ORD00008915,2026-06-19,已完成,429.6,其他,食品,273.27,15,0.0,
U11_00197,ORD00008916,2025-12-31,已完成,369.65,其他,食品,245.59,5,0.0,
U11_00197,ORD00008917,2026-04-26,已完成,307.54,其他,美妆,208.21,10,0.0,
U11_00198,ORD00008918,2025-12-23,已支付,263.67,搜索引擎,数码,105.82,10,0.0,
U11_00198,ORD00008919,2026-01-21,已完成,130.98,小红书,食品,55.79,10,0.0,
U11_00198,ORD00008920,2026-02-09,已完成,322.9,搜索引擎,食品,194.6,0,213.27,2026-04-07
U11_00199,ORD00008921,2025-12-17,已完成,315.4,搜索引擎,食品,158.47,10,0.0,
U11_00200,ORD00008922,2025-12-04,已支付,252.73,微信,数码,116.88,10,0.0,
U11_00200,ORD00008923,2026-04-09,已支付,392.15,搜索引擎,数码,195.56,0,0.0,
U11_00201,ORD00008924,2025-12-15,已完成,335.55,其他,服饰,202.4,10,0.0,
U11_00201,ORD00008925,2026-02-01,已支付,418.05,其他,美妆,234.82,10,0.0,
U11_00201,ORD00008926,2026-03-29,已完成,135.34,微信,食品,61.0,15,0.0,
U11_00201,ORD00008927,2026-05-28,已支付,199.86,搜索引擎,美妆,108.99,10,0.0,
U11_00201,ORD00008928,2026-06-03,已完成,113.33,搜索引擎,食品,66.88,10,0.0,
U11_00202,ORD00008929,2025-12-14,已支付,397.91,微信,食品,237.71,15,0.0,
U11_00202,ORD00008930,2026-03-09,已支付,89.97,微信,食品,51.74,0,0.0,
U11_00202,ORD00008931,2026-05-17,已完成,312.14,搜索引擎,数码,149.72,10,0.0,
U11_00202,ORD00008932,2026-06-29,已支付,454.92,小红书,家居,272.91,0,0.0,
U11_00203,ORD00008933,2025-12-30,已完成,299.19,抖音,服饰,198.01,10,0.0,
U11_00203,ORD00008934,2026-01-26,已完成,375.5,搜索引擎,食品,164.78,10,0.0,
U11_00204,ORD00008935,2025-12-01,已完成,196.95,抖音,服饰,82.71,15,0.0,
U11_00204,ORD00008936,2026-01-06,已完成,242.07,其他,数码,168.7,5,0.0,
U11_00204,ORD00008937,2026-02-05,已完成,187.74,搜索引擎,服饰,98.66,15,0.0,
U11_00204,ORD00008938,2026-03-15,已完成,309.03,抖音,家居,173.42,10,0.0,
U11_00205,ORD00008939,2025-12-12,已支付,102.94,其他,美妆,62.45,15,0.0,
U11_00205,ORD00008940,2026-01-22,已完成,78.93,小红书,数码,38.32,10,0.0,
U11_00205,ORD00008941,2026-02-05,已完成,200.3,小红书,家居,105.41,10,0.0,
U11_00206,ORD00008942,2025-12-25,已支付,350.82,小红书,食品,159.45,15,225.86,2026-02-17
U11_00206,ORD00008943,2026-01-14,已支付,208.26,小红书,家居,101.19,15,0.0,
U11_00206,ORD00008944,2026-03-14,已完成,237.1,小红书,美妆,97.6,15,0.0,
U11_00206,ORD00008945,2026-05-15,已完成,248.87,小红书,美妆,133.45,15,0.0,
U11_00207,ORD00008946,2025-12-23,已完成,220.66,其他,服饰,125.64,10,0.0,
U11_00207,ORD00008947,2026-01-12,已支付,72.02,搜索引擎,数码,34.33,15,0.0,
U11_00207,ORD00008948,2026-02-17,已完成,476.93,搜索引擎,家居,278.95,15,0.0,
U11_00208,ORD00008949,2025-12-26,已支付,84.54,抖音,美妆,48.13,5,0.0,
U11_00209,ORD00008950,2025-12-13,已完成,420.39,其他,美妆,208.67,10,0.0,
U11_00209,ORD00008951,2026-02-16,已支付,442.84,抖音,美妆,299.67,10,0.0,
U11_00209,ORD00008952,2026-04-16,已完成,250.13,抖音,家居,113.6,15,0.0,
U11_00210,ORD00008953,2025-12-18,已完成,174.15,其他,服饰,76.15,15,109.69,2025-12-28
U11_00211,ORD00008954,2025-12-11,已完成,423.46,微信,数码,229.5,10,0.0,
U11_00211,ORD00008955,2026-01-13,已完成,164.55,抖音,家居,69.19,10,0.0,
U11_00212,ORD00008956,2025-12-12,已支付,336.2,其他,美妆,181.09,5,0.0,
U11_00212,ORD00008957,2026-02-02,已完成,403.58,其他,食品,233.18,15,0.0,
U11_00212,ORD00008958,2026-04-21,已支付,120.77,其他,食品,51.45,15,0.0,
U11_00213,ORD00008959,2025-12-13,已完成,235.2,其他,服饰,153.71,15,0.0,
U11_00213,ORD00008960,2026-02-07,已完成,234.13,小红书,美妆,112.95,10,0.0,
U11_00213,ORD00008961,2026-05-20,已完成,484.99,搜索引擎,数码,317.55,5,0.0,
U11_00214,ORD00008962,2025-12-26,已完成,79.78,微信,食品,49.15,5,0.0,
U11_00215,ORD00008963,2025-12-02,已完成,291.84,搜索引擎,家居,132.35,15,0.0,
U11_00215,ORD00008964,2026-01-03,已完成,250.63,其他,家居,101.11,0,0.0,
U11_00216,ORD00008965,2025-12-13,已支付,123.07,抖音,服饰,67.91,0,0.0,
U11_00216,ORD00008966,2026-01-06,已支付,53.02,搜索引擎,家居,32.65,5,0.0,
U11_00216,ORD00008967,2026-05-25,已支付,436.45,搜索引擎,食品,253.39,10,0.0,
U11_00217,ORD00008968,2025-12-27,已完成,78.05,抖音,服饰,33.95,10,0.0,
U11_00217,ORD00008969,2026-03-07,已完成,493.64,微信,家居,264.43,10,262.83,2026-03-18
U11_00218,ORD00008970,2025-12-25,已完成,194.49,微信,服饰,120.7,10,0.0,
U11_00218,ORD00008971,2026-03-24,已支付,169.18,抖音,食品,104.13,10,0.0,
U11_00218,ORD00008972,2026-04-01,已完成,191.75,搜索引擎,家居,126.87,15,0.0,
U11_00219,ORD00008973,2025-12-24,已完成,141.83,小红书,食品,81.8,10,0.0,
U11_00219,ORD00008974,2026-01-01,已支付,420.58,抖音,数码,249.45,10,0.0,
U11_00219,ORD00008975,2026-03-03,已支付,398.59,抖音,服饰,272.86,5,0.0,
U11_00219,ORD00008976,2026-05-22,已完成,250.22,抖音,美妆,170.94,15,0.0,
U11_00219,ORD00008977,2026-06-05,已支付,278.04,小红书,美妆,170.27,10,0.0,
U11_00220,ORD00008978,2025-12-21,已支付,155.06,小红书,服饰,65.12,0,0.0,
U11_00220,ORD00008979,2026-05-16,已完成,330.55,抖音,家居,189.37,10,0.0,
U11_00221,ORD00008980,2025-12-05,已完成,292.99,搜索引擎,食品,144.45,10,0.0,
U11_00222,ORD00008981,2025-12-19,已支付,446.12,其他,食品,206.88,5,0.0,
U11_00222,ORD00008982,2026-03-04,已支付,396.74,搜索引擎,家居,241.76,10,0.0,
U11_00223,ORD00008983,2025-12-19,已支付,144.47,其他,家居,97.71,10,0.0,
U11_00223,ORD00008984,2026-04-14,已完成,127.39,搜索引擎,美妆,78.2,5,0.0,
U11_00224,ORD00008985,2025-12-25,已支付,291.04,抖音,数码,166.2,15,0.0,
U11_00224,ORD00008986,2026-03-04,已支付,259.73,小红书,美妆,144.43,5,0.0,
U11_00225,ORD00008987,2025-12-24,已完成,362.78,搜索引擎,服饰,226.02,10,0.0,
U11_00226,ORD00008988,2025-12-10,已完成,399.88,微信,数码,259.43,10,0.0,
U11_00226,ORD00008989,2026-01-02,已支付,153.14,其他,家居,95.33,0,0.0,
U11_00226,ORD00008990,2026-02-11,已完成,340.45,微信,家居,229.77,5,0.0,
U11_00226,ORD00008991,2026-05-09,已支付,185.8,搜索引擎,数码,128.37,15,0.0,
U11_00227,ORD00008992,2025-12-11,已完成,485.86,小红书,家居,247.54,0,0.0,
U11_00227,ORD00008993,2026-02-10,已完成,159.8,搜索引擎,食品,103.28,5,0.0,
U11_00227,ORD00008994,2026-03-02,已完成,152.51,小红书,数码,74.19,0,0.0,
U11_00228,ORD00008995,2025-12-08,已支付,405.35,搜索引擎,数码,227.31,5,0.0,
U11_00228,ORD00008996,2026-02-11,已支付,289.54,微信,数码,187.24,5,232.18,2026-03-22
U11_00229,ORD00008997,2025-12-16,已完成,229.58,抖音,美妆,157.12,10,0.0,
U11_00229,ORD00008998,2026-02-25,已支付,71.71,其他,美妆,44.46,10,0.0,
U11_00229,ORD00008999,2026-04-04,已支付,271.47,微信,食品,153.77,15,183.37,2026-05-30
U11_00229,ORD00009000,2026-05-13,已完成,300.99,抖音,服饰,188.95,10,0.0,
U11_00230,ORD00009001,2025-12-06,已完成,305.05,微信,数码,156.4,10,0.0,
U11_00230,ORD00009002,2026-03-16,已支付,386.97,其他,美妆,264.17,0,0.0,
U11_00231,ORD00009003,2025-12-05,已完成,218.72,小红书,食品,124.43,10,0.0,
U11_00231,ORD00009004,2026-01-08,已支付,476.45,抖音,数码,232.48,0,0.0,
U11_00231,ORD00009005,2026-02-11,已完成,434.59,小红书,服饰,189.09,15,0.0,
U11_00232,ORD00009006,2025-12-28,已完成,333.04,微信,食品,150.31,5,0.0,
U11_00232,ORD00009007,2026-01-08,已支付,289.09,搜索引擎,食品,168.34,10,0.0,
U11_00232,ORD00009008,2026-04-21,已完成,269.48,小红书,美妆,170.72,0,0.0,
U11_00232,ORD00009009,2026-05-15,已完成,201.53,微信,数码,102.5,10,0.0,
U11_00233,ORD00009010,2025-12-09,已支付,208.9,微信,数码,124.63,0,0.0,
U11_00233,ORD00009011,2026-02-04,已完成,66.74,微信,美妆,43.0,10,0.0,
U11_00234,ORD00009012,2025-12-26,已完成,83.26,小红书,家居,55.55,0,60.35,2026-01-22
U11_00234,ORD00009013,2026-03-29,已支付,81.86,小红书,数码,56.94,15,0.0,
U11_00235,ORD00009014,2025-12-01,已完成,305.63,抖音,家居,133.47,0,0.0,
U11_00235,ORD00009015,2026-01-02,已完成,153.96,微信,服饰,98.96,0,0.0,
U11_00235,ORD00009016,2026-02-28,已支付,307.5,其他,服饰,143.38,5,0.0,
U11_00235,ORD00009017,2026-03-28,已完成,494.76,搜索引擎,服饰,273.9,15,0.0,
U11_00236,ORD00009018,2025-12-24,已完成,285.92,抖音,美妆,145.66,5,209.97,2026-01-17
U11_00236,ORD00009019,2026-06-27,已完成,60.92,其他,家居,27.11,0,0.0,
U11_00237,ORD00009020,2025-12-04,已完成,235.74,其他,服饰,136.1,0,0.0,
U11_00237,ORD00009021,2026-01-26,已完成,375.12,其他,美妆,210.86,10,0.0,
U11_00237,ORD00009022,2026-04-26,已完成,321.71,搜索引擎,服饰,184.74,0,0.0,
U11_00238,ORD00009023,2025-12-27,已完成,300.94,微信,食品,156.89,5,0.0,
U11_00238,ORD00009024,2026-03-02,已支付,327.2,微信,服饰,157.1,10,0.0,
U11_00239,ORD00009025,2025-12-31,已完成,438.11,微信,食品,238.93,5,0.0,
